transaction_id,date,category,price,quantity,subtotal,discount_percent,discount_amount,total_amount,customer_segment,region,sales_channel,customer_satisfaction,return_customer,month,quarter,day_of_week,is_weekend
TXN_000043,2022-03-17,Electronics,605.4,2,1210.79,4.4,53.25,1157.54,Regular,West,Retail Store,3.0,False,3,Q1,Thursday,False
TXN_000044,2023-04-14,Home & Garden,297.65,4,1190.59,29.9,355.97,834.62,Budget,South,Mobile App,5.0,True,4,Q2,Friday,False
TXN_000045,2022-06-12,Toys,111.13,3,333.39,15.7,52.18,281.2,Premium,South,Mobile App,4.0,True,6,Q2,Sunday,True
TXN_000046,2023-01-28,Clothing,269.93,2,539.85,12.9,69.9,469.96,Premium,East,Retail Store,4.2,False,1,Q1,Saturday,True
TXN_000047,2023-10-19,Toys,97.72,1,97.72,27.7,27.03,70.69,Budget,East,Mobile App,1.6,True,10,Q4,Thursday,False
TXN_000048,2023-03-27,Sports,27.36,4,109.44,2.9,3.22,106.23,Regular,West,Online,4.8,True,3,Q1,Monday,False
TXN_000049,2022-01-01,Books,50.84,6,305.01,24.1,73.45,231.57,Regular,West,Online,3.2,True,1,Q1,Saturday,True
TXN_000050,2023-11-03,Sports,64.53,5,322.66,28.5,92.09,230.58,Premium,West,Online,4.4,True,11,Q4,Friday,False
TXN_000051,2022-08-21,Electronics,1024.32,1,1024.32,11.9,122.25,902.08,Budget,East,Mobile App,5.0,True,8,Q3,Sunday,True
TXN_000052,2022-03-31,Clothing,195.42,4,781.67,8.0,62.86,718.81,Premium,East,Retail Store,3.4,False,3,Q1,Thursday,False
TXN_000053,2023-12-25,Sports,282.38,1,282.38,15.0,42.38,240.0,Premium,South,Retail Store,4.8,True,12,Q4,Monday,False
TXN_000054,2022-01-05,Toys,60.56,6,363.36,18.7,68.09,295.27,Budget,North,Online,3.3,False,1,Q1,Wednesday,False
TXN_000055,2023-11-20,Sports,42.8,1,42.8,25.9,11.07,31.73,Regular,North,Online,3.7,False,11,Q4,Monday,False
TXN_000056,2022-01-23,Sports,161.09,2,322.18,23.9,76.84,245.33,Budget,North,Online,2.8,False,1,Q1,Sunday,True
TXN_000057,2023-03-22,Electronics,1665.89,2,3331.78,4.6,153.82,3177.96,Premium,South,Retail Store,5.0,False,3,Q1,Wednesday,False
TXN_000058,2022-08-24,Sports,87.8,3,263.39,10.6,27.82,235.57,Regular,Central,Retail Store,3.4,True,8,Q3,Wednesday,False
TXN_000059,2023-02-26,Home & Garden,490.72,2,981.44,11.3,110.64,870.8,Regular,East,Online,4.0,False,2,Q1,Sunday,True
TXN_000060,2023-06-26,Toys,53.66,1,53.66,3.9,2.08,51.58,Budget,North,Retail Store,4.6,True,6,Q2,Monday,False
TXN_000061,2023-06-30,Beauty,106.13,1,106.13,4.5,4.83,101.31,Regular,East,Online,3.8,False,6,Q2,Friday,False
TXN_000062,2022-07-14,Books,46.07,2,92.13,4.2,3.89,88.24,Regular,East,Online,2.7,True,7,Q3,Thursday,False
TXN_000063,2023-06-18,Sports,326.23,1,326.23,13.0,42.54,283.69,Regular,South,Mobile App,3.4,True,6,Q2,Sunday,True
TXN_000064,2022-02-16,Electronics,1097.13,2,2194.27,21.7,476.32,1717.95,Budget,Central,Online,2.7,True,2,Q1,Wednesday,False
TXN_000065,2022-09-10,Home & Garden,83.48,3,250.44,0.9,2.3,248.14,Budget,West,Online,4.5,True,9,Q3,Saturday,True
TXN_000066,2022-01-07,Books,44.26,6,265.58,8.0,21.22,244.36,Budget,South,Retail Store,3.0,True,1,Q1,Friday,False
TXN_000067,2023-09-23,Sports,77.96,7,545.69,7.1,38.8,506.9,Regular,South,Retail Store,2.9,False,9,Q3,Saturday,True
TXN_000068,2022-08-21,Sports,290.42,4,1161.69,8.8,102.21,1059.49,Regular,South,Retail Store,2.7,False,8,Q3,Sunday,True
TXN_000069,2023-07-08,Electronics,637.22,2,1274.44,23.3,297.48,976.96,Regular,South,Online,2.0,True,7,Q3,Saturday,True
TXN_000070,2022-10-04,Beauty,51.73,4,206.93,13.1,27.13,179.79,Budget,North,Online,3.2,False,10,Q4,Tuesday,False
TXN_000071,2023-07-02,Toys,116.5,4,466.02,10.8,50.22,415.8,Budget,North,Retail Store,3.9,False,7,Q3,Sunday,True
TXN_000072,2022-01-26,Books,95.78,5,478.92,18.4,88.15,390.77,Premium,East,Online,4.5,True,1,Q1,Wednesday,False
TXN_000073,2022-01-01,Clothing,187.98,2,375.97,14.2,53.5,322.46,Regular,East,Mobile App,4.2,True,1,Q1,Saturday,True
TXN_000074,2022-09-18,Toys,86.85,2,173.7,3.5,6.03,167.67,Regular,South,Online,2.2,True,9,Q3,Sunday,True
TXN_000075,2023-07-04,Toys,102.92,3,308.77,13.9,42.91,265.86,Budget,West,Retail Store,2.8,False,7,Q3,Tuesday,False
TXN_000076,2023-07-26,Sports,96.08,1,96.08,20.4,19.57,76.52,Budget,East,Online,2.2,False,7,Q3,Wednesday,False
TXN_000077,2023-02-14,Beauty,81.38,5,406.92,16.6,67.41,339.5,Regular,South,Mobile App,1.9,False,2,Q1,Tuesday,False
TXN_000078,2022-01-23,Toys,80.38,1,80.38,13.6,10.93,69.45,Regular,South,Retail Store,2.7,False,1,Q1,Sunday,True
TXN_000079,2022-07-17,Beauty,76.57,3,229.71,27.3,62.82,166.89,Regular,West,Mobile App,4.0,False,7,Q3,Sunday,True
TXN_000080,2023-07-04,Electronics,380.67,1,380.67,11.4,43.54,337.13,Budget,West,Retail Store,5.0,False,7,Q3,Tuesday,False
TXN_000081,2022-04-28,Beauty,72.92,3,218.76,11.6,25.33,193.43,Budget,Central,Retail Store,1.1,True,4,Q2,Thursday,False
TXN_000082,2023-09-19,Books,49.59,2,99.17,29.0,28.74,70.43,Regular,Central,Mobile App,3.2,False,9,Q3,Tuesday,False
TXN_000083,2022-05-14,Toys,74.68,6,448.08,0.3,1.22,446.87,Regular,South,Retail Store,5.0,False,5,Q2,Saturday,True
TXN_000084,2023-04-05,Home & Garden,178.09,4,712.36,14.4,102.3,610.06,Budget,South,Mobile App,3.3,True,4,Q2,Wednesday,False
TXN_000085,2022-02-20,Sports,40.33,1,40.33,15.0,6.04,34.29,Budget,Central,Mobile App,5.0,True,2,Q1,Sunday,True
TXN_000086,2022-05-17,Clothing,195.84,1,195.84,13.4,26.31,169.53,Regular,East,Online,3.9,False,5,Q2,Tuesday,False
TXN_000087,2023-01-21,Toys,45.46,2,90.92,7.5,6.8,84.12,Budget,East,Retail Store,3.0,False,1,Q1,Saturday,True
TXN_000088,2022-06-10,Electronics,1414.77,1,1414.77,12.9,182.21,1232.56,Regular,West,Online,3.5,False,6,Q2,Friday,False
TXN_000089,2022-12-27,Electronics,3066.01,2,6132.03,23.7,1451.3,4680.73,Premium,North,Online,3.5,False,12,Q4,Tuesday,False
TXN_000090,2023-11-01,Sports,208.99,1,208.99,28.9,60.44,148.55,Regular,East,Online,2.4,False,11,Q4,Wednesday,False
TXN_000091,2022-04-23,Clothing,270.88,3,812.64,22.4,182.32,630.32,Premium,Central,Online,3.5,False,4,Q2,Saturday,True
TXN_000092,2022-03-28,Toys,23.02,2,46.03,5.8,2.66,43.37,Budget,North,Online,3.9,False,3,Q1,Monday,False
TXN_000093,2022-11-24,Beauty,123.77,5,618.87,39.8,246.3,372.58,Premium,South,Mobile App,4.0,False,11,Q4,Thursday,False
TXN_000094,2022-07-01,Sports,152.49,3,457.48,0.7,3.03,454.44,Budget,North,Online,3.2,True,7,Q3,Friday,False
TXN_000095,2023-07-02,Sports,204.97,2,409.93,6.7,27.47,382.46,Budget,East,Online,4.5,True,7,Q3,Sunday,True
TXN_000096,2022-09-13,Beauty,82.11,5,410.55,24.5,100.56,309.99,Regular,West,Mobile App,2.1,True,9,Q3,Tuesday,False
TXN_000097,2022-06-07,Books,72.62,1,72.62,6.4,4.68,67.94,Regular,North,Online,5.0,True,6,Q2,Tuesday,False
TXN_000098,2022-08-23,Beauty,159.14,2,318.29,22.9,72.75,245.53,Budget,Central,Online,3.7,True,8,Q3,Tuesday,False
TXN_000099,2022-12-22,Electronics,876.61,1,876.61,18.5,162.09,714.53,Regular,South,Retail Store,3.0,False,12,Q4,Thursday,False
TXN_000100,2023-03-31,Clothing,358.85,2,717.69,5.3,38.1,679.6,Regular,South,Retail Store,3.0,False,3,Q1,Friday,False
TXN_000101,2023-12-06,Books,16.32,3,48.97,34.1,16.72,32.25,Regular,Central,Mobile App,4.2,False,12,Q4,Wednesday,False
TXN_000102,2022-02-24,Toys,95.4,2,190.8,2.4,4.64,186.17,Budget,West,Retail Store,3.1,False,2,Q1,Thursday,False
TXN_000103,2023-05-22,Sports,77.18,1,77.18,15.0,11.54,65.63,Budget,North,Online,4.5,True,5,Q2,Monday,False
TXN_000104,2022-05-11,Clothing,117.35,4,469.4,2.3,10.75,458.65,Budget,West,Online,2.6,False,5,Q2,Wednesday,False
TXN_000105,2022-01-17,Clothing,260.32,1,260.32,10.4,27.03,233.29,Premium,East,Retail Store,4.6,False,1,Q1,Monday,False
TXN_000106,2023-06-21,Clothing,125.63,3,376.89,6.0,22.56,354.33,Regular,North,Mobile App,4.4,False,6,Q2,Wednesday,False
TXN_000107,2023-12-12,Electronics,603.18,1,603.18,19.3,116.29,486.89,Regular,Central,Retail Store,3.5,False,12,Q4,Tuesday,False
TXN_000108,2023-01-07,Toys,45.05,3,135.15,7.2,9.75,125.4,Budget,East,Retail Store,3.1,False,1,Q1,Saturday,True
TXN_000109,2022-06-20,Clothing,178.35,4,713.39,7.8,55.66,657.73,Regular,North,Retail Store,4.5,True,6,Q2,Monday,False
TXN_000110,2022-04-18,Beauty,55.93,3,167.8,14.1,23.64,144.16,Budget,Central,Retail Store,3.9,False,4,Q2,Monday,False
TXN_000111,2022-02-08,Beauty,97.66,6,585.96,6.3,37.03,548.93,Premium,West,Retail Store,3.6,False,2,Q1,Tuesday,False
TXN_000112,2023-11-20,Books,34.8,6,208.77,15.3,31.99,176.78,Budget,Central,Online,4.4,True,11,Q4,Monday,False
TXN_000113,2022-12-10,Home & Garden,87.2,2,174.4,17.4,30.38,144.02,Budget,West,Retail Store,5.0,True,12,Q4,Saturday,True
TXN_000114,2023-10-22,Sports,137.59,1,137.59,5.5,7.58,130.0,Budget,East,Online,2.7,True,10,Q4,Sunday,True
TXN_000115,2022-09-16,Beauty,141.14,2,282.28,7.7,21.82,260.46,Budget,East,Retail Store,1.8,False,9,Q3,Friday,False
TXN_000116,2022-05-25,Books,67.11,6,402.65,8.9,35.81,366.84,Regular,Central,Retail Store,3.6,False,5,Q2,Wednesday,False
TXN_000117,2023-09-02,Books,71.42,3,214.27,18.8,40.22,174.05,Regular,Central,Mobile App,3.9,True,9,Q3,Saturday,True
TXN_000118,2022-05-04,Toys,8.02,3,24.06,17.1,4.11,19.95,Budget,Central,Online,4.1,True,5,Q2,Wednesday,False
TXN_000119,2023-08-16,Clothing,126.91,4,507.65,19.1,97.18,410.47,Regular,East,Mobile App,4.6,True,8,Q3,Wednesday,False
TXN_000120,2022-09-19,Books,60.88,4,243.51,6.0,14.53,228.98,Budget,North,Online,2.3,False,9,Q3,Monday,False
TXN_000121,2022-12-22,Toys,186.44,4,745.74,18.6,139.02,606.73,Premium,South,Retail Store,3.6,False,12,Q4,Thursday,False
TXN_000122,2023-08-12,Sports,176.0,2,352.0,20.8,73.2,278.8,Regular,East,Mobile App,4.0,True,8,Q3,Saturday,True
TXN_000123,2023-12-01,Sports,254.83,2,509.67,15.2,77.62,432.05,Regular,South,Retail Store,3.4,False,12,Q4,Friday,False
TXN_000124,2023-04-29,Clothing,229.98,4,919.93,0.9,7.99,911.94,Budget,South,Retail Store,4.3,True,4,Q2,Saturday,True
TXN_000125,2022-07-29,Clothing,196.15,3,588.46,12.3,72.51,515.95,Budget,East,Retail Store,2.7,False,7,Q3,Friday,False
TXN_000126,2023-04-04,Clothing,26.37,2,52.75,7.6,3.99,48.76,Regular,Central,Mobile App,3.4,False,4,Q2,Tuesday,False
TXN_000127,2022-09-28,Toys,125.63,3,376.89,26.7,100.63,276.25,Regular,South,Mobile App,3.1,False,9,Q3,Wednesday,False
TXN_000128,2023-03-16,Home & Garden,372.35,3,1117.06,24.0,268.12,848.94,Regular,East,Mobile App,3.4,False,3,Q1,Thursday,False
TXN_000129,2023-05-22,Electronics,607.9,2,1215.81,14.1,171.05,1044.76,Regular,Central,Online,4.0,True,5,Q2,Monday,False
TXN_000130,2023-06-23,Home & Garden,146.18,1,146.18,24.0,35.12,111.06,Premium,East,Mobile App,4.6,True,6,Q2,Friday,False
TXN_000131,2023-11-24,Home & Garden,360.74,4,1442.96,10.0,144.17,1298.79,Budget,North,Retail Store,3.7,False,11,Q4,Friday,False
TXN_000132,2023-05-16,Sports,347.76,4,1391.03,11.6,161.57,1229.46,Regular,Central,Online,2.4,False,5,Q2,Tuesday,False
TXN_000133,2022-12-04,Beauty,195.32,2,390.64,14.7,57.33,333.31,Regular,Central,Mobile App,4.3,True,12,Q4,Sunday,True
TXN_000134,2023-04-08,Beauty,129.36,4,517.44,12.9,66.97,450.46,Regular,South,Online,4.2,True,4,Q2,Saturday,True
TXN_000135,2023-08-12,Home & Garden,300.33,3,901.0,7.6,68.6,832.4,Premium,South,Mobile App,3.8,False,8,Q3,Saturday,True
TXN_000136,2023-09-27,Beauty,190.65,1,190.65,28.7,54.69,135.96,Premium,South,Mobile App,3.6,False,9,Q3,Wednesday,False
TXN_000137,2022-03-25,Beauty,222.79,3,668.36,0.6,4.09,664.28,Premium,West,Retail Store,4.1,True,3,Q1,Friday,False
TXN_000138,2022-01-14,Books,60.74,4,242.95,9.2,22.44,220.51,Regular,Central,Retail Store,4.7,True,1,Q1,Friday,False
TXN_000139,2022-12-22,Sports,77.91,7,545.35,18.1,98.97,446.38,Regular,East,Online,3.9,False,12,Q4,Thursday,False
TXN_000140,2023-03-21,Sports,147.85,3,443.54,24.0,106.54,337.0,Regular,West,Online,1.9,False,3,Q1,Tuesday,False
TXN_000141,2022-01-24,Home & Garden,323.66,4,1294.65,8.8,114.2,1180.45,Regular,West,Retail Store,4.5,True,1,Q1,Monday,False
TXN_000142,2023-05-27,Home & Garden,350.36,2,700.72,13.7,95.9,604.83,Budget,East,Retail Store,5.0,True,5,Q2,Saturday,True
TXN_000143,2022-08-25,Clothing,157.47,3,472.41,7.4,34.88,437.53,Regular,South,Retail Store,3.8,True,8,Q3,Thursday,False
TXN_000144,2023-01-16,Toys,93.01,7,651.06,16.3,106.14,544.92,Regular,South,Online,3.3,False,1,Q1,Monday,False
TXN_000145,2022-01-28,Clothing,208.19,1,208.19,5.9,12.29,195.9,Regular,West,Online,3.7,True,1,Q1,Friday,False
TXN_000146,2022-09-27,Clothing,138.09,4,552.36,14.2,78.59,473.77,Budget,West,Retail Store,3.6,True,9,Q3,Tuesday,False
TXN_000147,2022-10-11,Electronics,1107.72,1,1107.72,26.6,294.71,813.01,Regular,Central,Mobile App,3.3,False,10,Q4,Tuesday,False
TXN_000148,2022-09-08,Sports,51.82,6,310.9,16.0,49.74,261.16,Premium,West,Online,5.0,True,9,Q3,Thursday,False
TXN_000149,2023-04-30,Sports,50.21,1,50.21,11.4,5.71,44.5,Regular,West,Online,4.2,True,4,Q2,Sunday,True
TXN_000150,2022-06-27,Toys,132.26,4,529.05,3.0,16.02,513.04,Premium,West,Retail Store,4.3,True,6,Q2,Monday,False
TXN_000151,2022-12-07,Electronics,2212.68,1,2212.68,38.2,845.44,1367.24,Regular,Central,Mobile App,4.3,True,12,Q4,Wednesday,False
TXN_000152,2022-05-25,Clothing,133.53,4,534.11,10.1,54.2,479.91,Budget,North,Retail Store,2.2,True,5,Q2,Wednesday,False
TXN_000153,2023-10-16,Sports,353.11,1,353.11,14.9,52.61,300.49,Premium,South,Retail Store,4.8,False,10,Q4,Monday,False
TXN_000154,2023-08-12,Toys,113.38,4,453.53,12.1,54.96,398.57,Regular,West,Retail Store,3.2,False,8,Q3,Saturday,True
TXN_000155,2022-10-06,Books,108.13,1,108.13,14.1,15.23,92.89,Premium,North,Online,5.0,True,10,Q4,Thursday,False
TXN_000156,2023-08-28,Electronics,1091.83,2,2183.66,14.7,320.49,1863.18,Regular,West,Online,5.0,True,8,Q3,Monday,False
TXN_000157,2022-01-03,Sports,244.4,4,977.6,14.5,141.79,835.8,Budget,Central,Online,2.3,False,1,Q1,Monday,False
TXN_000158,2022-02-12,Toys,93.65,2,187.3,0.2,0.35,186.95,Budget,Central,Online,1.9,False,2,Q1,Saturday,True
TXN_000159,2022-05-04,Toys,44.09,3,132.26,17.1,22.68,109.58,Regular,West,Mobile App,2.9,True,5,Q2,Wednesday,False
TXN_000160,2023-07-18,Beauty,71.85,7,502.94,10.7,54.03,448.91,Regular,South,Retail Store,3.3,True,7,Q3,Tuesday,False
TXN_000161,2023-10-06,Clothing,120.72,3,362.17,4.6,16.77,345.4,Premium,Central,Online,4.8,False,10,Q4,Friday,False
TXN_000162,2022-03-25,Home & Garden,66.34,6,398.06,14.3,56.81,341.25,Regular,Central,Retail Store,3.0,False,3,Q1,Friday,False
TXN_000163,2022-04-28,Sports,226.86,1,226.86,13.9,31.57,195.29,Budget,South,Online,3.5,True,4,Q2,Thursday,False
TXN_000164,2023-08-03,Clothing,179.96,4,719.83,24.2,173.96,545.88,Regular,South,Mobile App,3.7,True,8,Q3,Thursday,False
TXN_000165,2023-03-15,Clothing,70.16,1,70.16,15.2,10.65,59.51,Budget,Central,Online,3.2,False,3,Q1,Wednesday,False
TXN_000166,2023-10-12,Electronics,939.43,1,939.43,10.1,95.24,844.2,Premium,East,Retail Store,4.1,True,10,Q4,Thursday,False
TXN_000167,2023-09-29,Toys,71.15,3,213.45,11.6,24.74,188.72,Budget,East,Retail Store,3.7,True,9,Q3,Friday,False
TXN_000168,2022-12-19,Home & Garden,116.14,4,464.55,20.0,92.7,371.85,Regular,North,Retail Store,3.3,False,12,Q4,Monday,False
TXN_000169,2023-03-04,Books,54.81,6,328.87,10.0,33.03,295.84,Regular,East,Retail Store,2.6,False,3,Q1,Saturday,True
TXN_000170,2023-09-06,Electronics,1792.07,1,1792.07,24.0,430.84,1361.23,Regular,West,Online,2.7,False,9,Q3,Wednesday,False
TXN_000171,2022-10-30,Electronics,506.03,2,1012.07,23.2,234.59,777.48,Premium,West,Online,5.0,True,10,Q4,Sunday,True
TXN_000172,2022-12-14,Books,17.17,5,85.84,29.3,25.12,60.72,Budget,North,Mobile App,3.7,True,12,Q4,Wednesday,False
TXN_000173,2022-06-10,Sports,581.68,2,1163.35,2.2,25.49,1137.86,Premium,West,Online,3.6,False,6,Q2,Friday,False
TXN_000174,2023-03-25,Books,67.77,6,406.62,9.0,36.78,369.85,Regular,West,Mobile App,2.4,False,3,Q1,Saturday,True
TXN_000175,2022-05-23,Beauty,119.82,4,479.27,21.9,105.2,374.07,Regular,North,Online,3.1,False,5,Q2,Monday,False
TXN_000176,2022-05-14,Books,45.5,4,182.0,17.4,31.62,150.38,Budget,East,Online,4.1,True,5,Q2,Saturday,True
TXN_000177,2022-09-23,Electronics,924.54,1,924.54,7.5,69.7,854.84,Budget,North,Retail Store,2.9,False,9,Q3,Friday,False
TXN_000178,2022-01-25,Sports,132.79,4,531.16,24.1,127.89,403.27,Regular,West,Online,3.9,False,1,Q1,Tuesday,False
TXN_000179,2022-05-08,Home & Garden,118.29,2,236.58,9.7,22.86,213.73,Budget,Central,Online,1.9,False,5,Q2,Sunday,True
TXN_000180,2022-12-11,Clothing,201.4,2,402.8,8.3,33.46,369.34,Premium,North,Retail Store,5.0,False,12,Q4,Sunday,True
TXN_000181,2023-05-09,Books,22.44,4,89.77,12.7,11.36,78.41,Regular,West,Mobile App,3.8,False,5,Q2,Tuesday,False
TXN_000182,2022-05-04,Beauty,67.69,7,473.83,13.1,62.25,411.58,Budget,Central,Online,4.2,True,5,Q2,Wednesday,False
TXN_000183,2023-03-31,Sports,200.89,1,200.89,10.2,20.52,180.37,Premium,East,Retail Store,4.5,True,3,Q1,Friday,False
TXN_000184,2022-03-06,Sports,27.59,2,55.18,29.0,16.0,39.18,Regular,Central,Mobile App,4.6,True,3,Q1,Sunday,True
TXN_000185,2023-05-12,Home & Garden,208.9,1,208.9,16.3,34.04,174.87,Budget,South,Online,3.1,False,5,Q2,Friday,False
TXN_000186,2023-03-12,Sports,102.39,1,102.39,14.1,14.48,87.91,Budget,North,Retail Store,3.6,False,3,Q1,Sunday,True
TXN_000187,2023-07-14,Sports,325.08,2,650.15,16.3,105.67,544.48,Premium,Central,Mobile App,2.3,True,7,Q3,Friday,False
TXN_000188,2022-06-22,Books,17.4,4,69.59,1.0,0.66,68.93,Regular,Central,Online,3.4,False,6,Q2,Wednesday,False
TXN_000189,2023-01-20,Sports,463.75,3,1391.26,24.3,337.64,1053.62,Premium,Central,Online,4.4,False,1,Q1,Friday,False
TXN_000190,2023-05-14,Home & Garden,308.94,2,617.88,2.1,12.69,605.19,Premium,South,Online,4.2,False,5,Q2,Sunday,True
TXN_000191,2022-08-11,Electronics,1757.86,1,1757.86,24.0,421.81,1336.05,Regular,North,Online,3.5,False,8,Q3,Thursday,False
TXN_000192,2023-01-05,Clothing,194.91,4,779.65,8.7,68.11,711.54,Regular,South,Retail Store,3.4,False,1,Q1,Thursday,False
TXN_000193,2022-10-15,Home & Garden,99.4,2,198.81,11.0,21.84,176.97,Regular,South,Online,2.7,False,10,Q4,Saturday,True
TXN_000194,2023-02-18,Home & Garden,65.65,3,196.96,4.8,9.36,187.6,Budget,East,Retail Store,1.6,False,2,Q1,Saturday,True
TXN_000195,2022-08-21,Toys,45.31,5,226.57,6.7,15.26,211.31,Regular,West,Online,4.4,True,8,Q3,Sunday,True
